idx	case	relation	subject	predicate	quote	context	licensed
126	522	sufficient_for	Dementia	Ginkgo biloba efficacy at >200mg/day for at least five months	at doses greater than 200mg/day for at least five months, EGb had potentially beneficial effects	odestly, it appeared to stabilize and improve the cognitive performance as well as social functioning of dementia patients for six months to 1 year.[1] Similarly, another 24-week randomized controlled trial with 410 outpatients found that treatment with EGb 761 using a once-daily dose of 240 mg was safe and demonstrated a statistically significant improvement in cognition, psychopathology, functio	
127	56	pathognomonic_for	Anaplastic Carcinoma	FNAB characteristic giant and multinucleated cells	Diagnosis is confirmed by FNAB revealing characteristic giant and multinucleated cells	Diagnosis is confirmed by FNAB revealing characteristic giant and multinucleated cells	
128	56	required_for	Sarcoma	positive surgical margins	patients with margin-positive resections	it is recommended that an interprofessional sarcoma group be involved before considering it.[33] Adding adjuvant radiotherapy is superior to the surgical procedure alone in patients with margin-positive resections.[34] Results from 2 prospective studies from Memorial Sloan Kettering and the National Cancer Institute demonstrated a low local recurrence rate when adjuvant radiotherapy was included i	
129	773	required_for	Cardiomyopathy	electrocardiogram	electrocardiogram, laboratory testing, imaging studies	electrocardiogram, laboratory testing, imaging studies	
130	773	sufficient_for	Patent Foramen Ovale	transthoracic echocardiography with bubble contrast	transthoracic echocardiography with bubble contrast	transthoracic echocardiography with bubble contrast	
131	91	pathognomonic_for	Solitary Fibrous Tumor/Hemangiopericytoma	NAB2-STAT6 gene fusion	NAB2-STAT6 gene fusion	Initially regarded as separate entities, subsequent morphologic, immunohistochemical, and molecular studies demonstrated that SFTs and HPCs represent morphologic variants within a single fibroblastic spectrum unified by the NAB2-STAT6 gene fusion.	
132	91	required_for	PHACE syndrome	minor criterion	two minor criteria	The diagnostic basis of definite PS is the presence of a facial hemangioma of more than 5 cm with one major criterion or two minor criteria. Possible PS requires the presence of cervicofacial hemangioma with one minor criterion.[11]	
133	91	sufficient_for	meningioma	CT imaging	Consider CT imaging for meningioma	Consider CT imaging for meningioma (if not already performed) to assess bone involvement if this is suspected.	
134	119	pathognomonic_for	Sjögren syndrome	focal lymphocytic sialadenitis	focal lymphocytic sialadenitis (FLS)	The minor salivary gland (lip) biopsy remains the most specific single test, demonstrating focal lymphocytic sialadenitis (FLS) in positive cases.[16][17][18] Debate continues regarding the added diagnostic value of this biopsy in seropositive patients.[19] However, biopsy findings provide important prognostic information, helping to stratify disease severity and predict systemic manifestations, i	
135	119	required_for	Mastocytosis	BM and extracutaneous organ histopathologic changes	SM is diagnosed based on BM and extracutaneous organ histopathologic changes	SM is diagnosed based on BM and extracutaneous organ histopathologic changes	
136	179	required_for	Cyanotic congenital heart disease	MRI of the heart	MRI of the heart	MRI of the heart	
137	257	pathognomonic_for	septic arthritis	positive culture	positive Gram stain and culture	Synovial fluid analysis showing elevated WBC count or a high percentage of polymorphonuclear cells significantly increases the likelihood of a diagnosis of septic arthritis resulting in orthopedic consultation, antibiotic therapy, and admission.[9] Septic arthritis can be confirmed with a positive Gram stain and culture, which will help guide antibiotic therapy.	
138	257	required_for	Abscesses	needle aspiration or surgical exploration	specimen should be collected from a sterile site, preferably bypassing the normal flora and with needle aspiration or surgical exploration	specimen should be collected from a sterile site, preferably bypassing the normal flora and with needle aspiration or surgical exploration	
139	326	pathognomonic_for	Spinal Epidural Abscess	magnetic resonance imaging	The gold standard for diagnosing SEA is magnetic resonance imaging (MRI)	The gold standard for diagnosing SEA is magnetic resonance imaging (MRI), which has almost completely replaced myelography.	
140	326	required_for	Gram-negative infections	cultures	Cultures are the only way to determine the organism	Cultures are the only way to determine the organism.[24] Similarly, in bacterial meningitis, one may note fever, severe headache, nausea, vomiting, neck stiffness, prostration, and mental confusion. Thus, the gold-standard examination of these infections is the cultures;	
141	326	sufficient_for	infectious spondylodiscitis	CT	CT has a far higher sensitivity for the diagnosis of infectious spondylodiscitis	As a corollary of its vastly superior contrast resolution for soft tissues, CT has a far higher sensitivity for the diagnosis of infectious spondylodiscitis.	
142	475	required_for	Ulnar Neuropathy	electrodiagnostic studies	Diagnosis of ulnar neuropathy traditionally depends on clinical history, physical examination, and electrodiagnostic studies	Diagnosis of ulnar neuropathy traditionally depends on clinical history, physical examination, and electrodiagnostic studies. Combined use of electromyography and nerve conduction studies improves diagnostic accuracy by localizing sites of pathological compression, allowing relatively early identification in patients with symptoms indicative of ulnar nerve lesions.	
143	475	sufficient_for	axonal loss mononeuropathy	NCS	axonal loss mononeuropathy	NCS is valuable in confirming clinical diagnoses and can also help identify subclinical conditions, localize focal nerve abnormalities, measure severity, and characterize the nature of the lesion. Although NCS and EMG are necessary for a final diagnosis, certain conditions can often be identified through NCS alone.	
144	49	required_for	Diverticulitis	CT scan of the abdomen and pelvis	CT scan of the abdomen and pelvis	CT scan of the abdomen and pelvis	
145	49	sufficient_for	Appendicitis	limited-range CT protocols	limited-range CT protocols have been proposed	However, its use should be judicious due to concerns about radiation exposure in children.[22] To address this, limited-range CT protocols have been proposed to significantly reduce radiation dose while maintaining diagnostic quality.[23]	
146	522	pathognomonic_for	Parkinson disease	pigment loss	This pigment loss is a pathological hallmark of the disease	This pigment loss is a pathological hallmark of the disease	
147	522	required_for	catatonic disorder due to another medical condition	evidence from the history, physical examination, or laboratory findings	evidence from the history, physical examination, or laboratory findings	There must be evidence from the history, physical examination, or laboratory findings that the catatonia is attributable to another medical condition (Crite- rion B). The associated physical examination findings, laboratory findings, and patterns of prevalence and onset reﬂect those of the etiological medical condition.	
148	522	sufficient_for	Dementia with Lewy Bodies	123I-FP-CIT SPECT	use 123I-FP-CIT SPECT	use 123I-FP-CIT SPECT	
149	56	pathognomonic_for	Hydrocele	fluid surrounding the testis	The ultrasound scan revealed fluid surrounding the testis, which is diagnostic of a hydrocele	An ultrasound scan revealed normal right and left testes and a large fluid collection around the right testis. The ultrasound scan revealed fluid surrounding the testis, which is diagnostic of a hydrocele.	
150	56	required_for	epithelioid sarcoma	immunohistochemical labeling	Immunohistochemical labeling may be used to confirm the diagnosis	Immunohistochemical labeling may be used to confirm the diagnosis, although it is essential to consider other more common diagnostic entities with similar histologic and immunophenotypic characteristics. The most accurate diagnosis can be made by considering the appropriate clinical context, such as the presence of a soft tissue mass on the extremity of a young male, with immunohistochemical stain	
151	773	required_for	Chronic Thromboembolic Pulmonary Hypertension	follow-up CT, ventilation-perfusion scans, or echocardiography	follow-up CT, ventilation-perfusion scans, or echocardiography should be performed	In patients who remain persistently symptomatic months to years after an acute PE, follow-up CT, ventilation-perfusion scans, or echocardiography should be performed.	
152	773	sufficient_for	Pulmonary hypertension	echocardiography	presumptive diagnosis of pulmonary hypertension can be made with echocardiography	presumptive diagnosis of pulmonary hypertension can be made with echocardiography	
153	91	pathognomonic_for	cavernous malformations	characteristic imaging findings on MRI	characteristic imaging findings	characteristic imaging findings	
