case_key,family,arm,label,equivalence,direction,vignette_consistency,explanation
DA_d2_heldout200b/485,DA,flat_facts,LVAD-associated Corynebacterium jeikeium infection with immune complex glomerulonephritis (infection-related glomerulonephritis),compatible_partial,broader,supported,Omits 'focal segmental necrotising' and 'triggered by chronic' from the glomerulonephritis description.
DA_d2_heldout200b/489,DA,typed_event_graph,Pseudohypoparathyroidism (Albright hereditary osteodystrophy),compatible_partial,broader,supported,The output identifies the core diagnosis but omits the specific subtype (Ib) and the genetic confirmation/etiology.
DA_d2_heldout200b/489,DA,flat_facts,Pseudohypoparathyroidism (type 1a/1b) with hypocalcemic seizure and basal ganglia calcification,compatible_partial,broader,supported,The output identifies the core diagnosis but is broader on subtype and omits etiology. It adds supported clinical findings.
DA_d2_heldout200b/497,DA,raw_vignette,Cold agglutinin disease (cold antibody autoimmune hemolytic anemia) with hyperviscosity syndrome causing multifocal cerebral infarction and microhemorrhages,incorrect,different,contradicted,"The output proposes a different primary etiology (cold agglutinin disease, hyperviscosity) and mechanism (hyperviscosity) for the stroke, not supported by the vignette."
DA_d2_heldout200b/498,DA,flat_facts,Non-germinomatous malignant germ cell tumor (mixed germ cell tumor) of the third ventricle with obstructive hydrocephalus,incorrect,different,contradicted,"The output identifies a brain tumor, which is not the primary diagnosis in the reference. The reference is about pregnancy complications."
DA_d2_heldout200b/498,DA,raw_vignette,"Intracranial non-germinomatous germ cell tumor (mixed malignant germ cell tumor) with elevated AFP and hCG, causing obstructive hydrocephalus and seizures",incorrect,different,contradicted,"The output identifies a brain tumor, which is not the primary diagnosis in the reference. The reference is about pregnancy complications."
DA_d2_heldout200b/498,DA,typed_event_graph,Intrauterine pregnancy (early) with threatened abortion,incorrect,different,contradicted,"The output identifies an early pregnancy with threatened abortion, which is not the primary diagnosis in the reference. The reference specifies stillbirth, eclampsia, and PRES."
DA_d2_heldout200b/508,DA,raw_vignette,Subcutaneous panniculitis-like T-cell lymphoma (SPTCL) with hemophagocytic lymphohistiocytosis (HLH),complete_equivalent,same,supported,"The output perfectly matches the benchmark reference, identifying both the primary diagnosis and the complication."
DA_d2_heldout200b/508,DA,typed_event_graph,"Peripheral T-cell lymphoma, not otherwise specified (PTCL-NOS) with secondary hemophagocytic lymphohistiocytosis (HLH)",incorrect,different,contradicted,"The primary lymphoma diagnosis is incorrect. The biopsy specifically showed atypical lymphoid infiltrate involving adipose tissue lobules, characteristic of SPTCL, not PTCL-NOS."
DA_d2_heldout200b/508,DA,flat_facts,Extranodal NK/T-cell lymphoma (nasal-type or non-nasal) with secondary hemophagocytic lymphohistiocytosis (HLH),incorrect,different,contradicted,"The primary lymphoma diagnosis is incorrect. The biopsy findings and immunohistochemistry (CD3+, CD8+, TCRβ F1+) are not consistent with Extranodal NK/T-cell lymphoma."
DA_d2_heldout200b/510,DA,typed_event_graph,Systemic sclerosis (diffuse cutaneous) with interstitial lung disease and secondary Sjögren's syndrome,incorrect,different,supported,"The output identifies only one component of the overlap syndrome and adds secondary Sjögren's syndrome, which is not the core diagnosis."
DA_d2_heldout200b/510,DA,raw_vignette,"Systemic sclerosis (diffuse cutaneous) with interstitial lung disease, pulmonary hypertension, and serositis (pleural effusion and ascites)",incorrect,different,supported,"The output identifies only one component of the overlap syndrome and focuses on complications, missing the core diagnosis."
DA_d2_heldout200b/510,DA,flat_facts,"Systemic sclerosis (diffuse cutaneous) with interstitial lung disease and serositis (pleural effusion, ascites)",incorrect,different,supported,"The output identifies only one component of the overlap syndrome and focuses on complications, missing the core diagnosis."
DA_d2_heldout200b/518,DA,typed_event_graph,Adult-onset Still's disease (AOSD) with pericarditis and arthritis,compatible_partial,narrower,supported,"Output identifies AOSD and supported complications, but misses the catastrophic nature and MAS/HLH component."
DA_d2_heldout200b/518,DA,raw_vignette,Adult-onset Still's disease (AOSD) with systemic inflammatory involvement including pericarditis and hepatitis,compatible_partial,narrower,supported,"Output identifies AOSD and supported systemic involvement, but misses the catastrophic nature and MAS/HLH component."
DA_d2_heldout200b/518,DA,flat_facts,Adult-onset Still's disease (AOSD),compatible_partial,narrower,supported,"Output identifies AOSD, but misses the catastrophic nature and secondary hemophagocytic lymphohistiocytosis/MAS component."
DA_d2_heldout200b/523,DA,raw_vignette,Acute hepatitis C virus infection with acute-on-chronic liver failure,complete_equivalent,same,supported,The output identifies the same diagnosis and all material components as the reference.
DA_d2_heldout200b/524,DA,raw_vignette,Acute embolic cerebral infarction (multiple acute embolic infarcts) secondary to thoracic aortic intraluminal thrombus,compatible_partial,different,supported,"The output identifies the correct type of stroke and source, but attributes the clot to the aorta, not the Impella graft."
DA_d2_heldout200b/524,DA,flat_facts,Acute embolic stroke (left hemiparesis) due to thoracic aortic thrombus,compatible_partial,different,supported,"The output identifies the correct type of stroke and source, but attributes the clot to the aorta, not the Impella graft."
DA_d2_heldout200b/524,DA,typed_event_graph,Acute embolic stroke (multiple acute embolic infarcts) secondary to thoracic aortic intraluminal thrombus (aortic source embolism),compatible_partial,different,supported,"The output identifies the correct type of stroke and source, but attributes the clot to the aorta, not the Impella graft."
DA_d2_heldout200b/527,DA,raw_vignette,Compound heterozygous hemoglobin E and hemoglobin Tak disease,compatible_partial,narrower,supported,"The output identifies the core genetic diagnosis but omits the polycythemia, a material component of the reference."
DA_d2_heldout200b/527,DA,typed_event_graph,Compound heterozygous hemoglobinopathy (Hb Tak/Hb E) with high oxygen affinity erythrocytosis and recurrent intracerebral hemorrhage,complete_equivalent,same,supported,"The output fully captures the genetic diagnosis, the polycythemia (as erythrocytosis), and the complication of recurrent hemorrhage."
DA_d2_heldout200b/527,DA,flat_facts,Polycythemia due to hemoglobin Tak variant (compound heterozygosity with hemoglobin E) presenting with recurrent intracerebral hemorrhages,complete_equivalent,same,supported,"The output fully captures the polycythemia, the genetic diagnosis (compound heterozygosity), and the complication of recurrent hemorrhage."
DA_d2_heldout200b/532,DA,raw_vignette,SVC syndrome secondary to lipomatous hypertrophy of the interatrial septum,complete_equivalent,same,supported,"The output correctly identifies the diagnosis, etiology, anatomy, and complication."
DA_d2_heldout200b/532,DA,flat_facts,Superior vena cava lipoma causing partial obstruction,compatible_partial,narrower,supported,"The output identifies the lipoma and SVC, but misses the interatrial septal origin and the SVC compression/syndrome."
DA_d2_heldout200b/532,DA,typed_event_graph,Superior vena cava syndrome due to primary lipoma of the superior vena cava,incorrect,different,contradicted,"The output incorrectly states the lipoma is primary to the SVC, contradicting the interatrial septal origin."
DA_d2_heldout200b/536,DA,typed_event_graph,Chronic pulmonary aspergillosis (chronic cavitary pulmonary aspergillosis with aspergilloma) complicated by right pneumothorax,incorrect,different,contradicted,"The output identifies chronic pulmonary aspergillosis, which is distinct from the subacute invasive form in the reference."
DA_d2_heldout200b/536,DA,flat_facts,"Chronic pulmonary aspergillosis (aspergilloma) due to Aspergillus niger, with right pneumothorax and acute exudative pleuritis, in a patient with asthma, post-COVID-19",incorrect,different,contradicted,"The output identifies chronic pulmonary aspergillosis, which is distinct from the subacute invasive form in the reference."
DA_d2_heldout200b/536,DA,raw_vignette,Chronic cavitary pulmonary aspergillosis (CCPA) with aspergilloma and bronchopleural fistula,incorrect,different,contradicted,"The output identifies chronic pulmonary aspergillosis, which is distinct from the subacute invasive form in the reference."
DA_d2_heldout200b/540,DA,typed_event_graph,"Ethylene glycol poisoning with acute oxalate nephropathy and acute kidney injury, complicated by uremic pericardial effusion and altered mental status",compatible_partial,broader,supported,"The output correctly identifies acute oxalate nephropathy. However, it adds ethylene glycol poisoning as the etiology, which is not supported by the vignette, and adds complications."
DA_d2_heldout200b/540,DA,raw_vignette,Diabetic ketoacidosis complicated by acute kidney injury (acute tubular necrosis with oxalate crystal deposition) and cardiac tamponade due to pericardial effusion,incorrect,different,supported,"The output identifies diabetic ketoacidosis and acute kidney injury, but the primary diagnosis from the renal biopsy is acute oxalate nephropathy."
DA_d2_heldout200b/548,DA,flat_facts,"Acute kidney injury (AKI) stage 3 due to drug-induced rhabdomyolysis with acute tubular necrosis, complicated by hyperkalemia and hyperphosphatemia",compatible_partial,broader,supported,The output identifies rhabdomyolysis and AKI but omits the specific drug etiology from the reference.
DA_d2_heldout200b/548,DA,raw_vignette,"Rhabdomyolysis-induced acute kidney injury (acute tubular necrosis) due to drug-induced rhabdomyolysis, likely statin-fibrate interaction or other myotoxic drug",compatible_partial,broader,supported,"The output identifies rhabdomyolysis and AKI but omits the specific drug etiology from the reference, adding unsupported specificity."
